MATRICULA;NOME;REPROVACOES_DE;REPROVACOES_EM;REPROVACOES_MF;REPROVACOES_GO;NOTA_DE;NOTA_EM;NOTA_MF;NOTA_GO;INGLES;H_AULA_PRES;TAREFAS_ONLINE;FALTAS;PERFIL
296940;Marciano Fortes;0;0;0;0;7.1;7.6;7.0;7.4;1.0;2;2;7;MUITO BOM
618559;Ezequiel Bose JÃºnior;1;1;1;1;0.0;0.0;0.0;0.0;1.0;2;2;4;DIFICULDADE
303870;Mayara Insano de AraÃºjo;0;0;0;0;5.8;5.3;5.6;;1.0;2;1;7;DIFICULDADE
913154;Damares Abigail Coutinho Suhaha;0;0;0;0;5.3;5.1;4.7;5.4;1.0;3;2;2;DIFICULDADE
177966;Guilherme Domingos de Siqueira;0;0;0;0;5.8;5.7;4.7;;0.0;2;5;3;DIFICULDADE
321579;Juan Humberto Mendes;0;0;0;0;7.4;7.2;6.9;6.5;1.0;7;7;3;EXATAS
998281;Fabiana Duque;1;1;1;1;0.0;0.0;0.0;0.0;;6;4;4;DIFICULDADE
799388;AndrÃ© Ney de Souza JÃºnior;0;0;0;0;6.8;6.1;4.9;6.4;1.0;2;3;5;DIFICULDADE
914999;Kiara da Silva;0;0;0;0;4.6;4.9;5.0;4.9;1.0;4;2;6;DIFICULDADE
936584;EloÃ¡ Maria Loinena;0;0;1;1;6.4;5.4;0.0;0.0;1.0;2;5;3;DIFICULDADE
902145;Kelly Favul NegrÃ£o;0;0;0;0;6.7;6.8;7.6;6.4;1.0;5;7;3;HUMANAS
533791;Alex do Prado JÃºnior;0;0;0;0;6.4;5.9;5.7;5.4;0.0;2;0;5;DIFICULDADE
787912;Celso Vosa JÃºnior;0;0;0;0;4.6;5.2;5.0;5.0;;7;3;4;DIFICULDADE
281543;Giuseppe MÃ¡rio da Silva do MaranhÃ£o das Neves;0;0;0;0;5.9;6.0;6.2;5.3;;2;2;3;DIFICULDADE
471423;OsÃ³rio de Alvarenga;1;1;1;1;0.0;0.0;0.0;;1.0;3;0;6;DIFICULDADE
217512;Henrique Elano Uosornman;0;0;0;0;6.1;5.0;5.6;5.6;1.0;3;3;6;DIFICULDADE
485678;AloÃ­sio Rivaldo de Ortiz Rodrigues;0;0;0;0;5.4;5.8;4.9;4.3;1.0;2;4;3;DIFICULDADE
364803;Alan Hildebrando da NÃ³brega;0;0;0;0;6.6;5.8;7.3;;1.0;5;3;4;DIFICULDADE
430037;Maria EsuÃ£;0;0;0;0;6.6;6.7;7.4;;1.0;4;5;1;DIFICULDADE
309238;Anakin Quirino Cobesa Vapye;0;0;0;0;4.6;5.8;4.9;5.7;1.0;3;2;6;DIFICULDADE
880827;Jonathas Xerxes de Ãlvares Shita;0;0;0;0;5.0;4.5;6.1;;0.0;1;4;4;DIFICULDADE
657138;Rafaela de Barros;0;0;0;0;6.5;5.5;7.3;6.7;;3;2;6;HUMANAS
992623;Alan dos Santos;0;0;0;0;6.6;7.1;6.1;6.0;0.0;4;5;3;DIFICULDADE
833153;Anne Klavyti;0;0;0;0;7.1;7.7;7.9;6.3;;5;4;3;MUITO BOM
146522;David de Souza da Silva dos Santos;0;0;0;0;6.5;6.6;6.0;4.4;1.0;5;5;3;DIFICULDADE
500084;Yasmin Tsuda;0;0;3;1;7.2;6.0;0.0;0.0;;10;5;2;DIFICULDADE
460531;Saulo Henrique da Cunha de Novais Ternduon;0;0;0;0;6.7;7.2;5.0;6.8;1.0;2;0;4;DIFICULDADE
517820;Ademar Fortes Martinez Dutra;0;0;0;0;7.2;5.1;7.4;6.1;1.0;8;5;5;DIFICULDADE
298012;Cristina Marina de Ãlvares;0;0;0;0;5.4;5.5;5.1;4.5;;3;3;3;DIFICULDADE
963592;Caroline do EspÃ­rito Santo da EncarnaÃ§Ã£o;1;1;1;3;0.0;0.0;0.0;0.0;;4;2;4;DIFICULDADE
441467;Roseli Liane Gomes;1;3;1;1;0.0;0.0;0.0;0.0;0.0;2;4;4;DIFICULDADE
500581;JosÃ© Ivoivic;0;0;0;0;6.3;5.2;6.8;6.6;1.0;8;3;4;DIFICULDADE
744120;Vera Telma de Lemos;0;0;0;0;5.2;5.3;6.2;;1.0;5;2;6;DIFICULDADE
379624;LÃ©ia dos Santos da PaixÃ£o;0;0;0;0;5.1;5.7;5.2;5.1;0.0;4;2;4;DIFICULDADE
881429;Raquel Marcielle da Silva de Paranhos;0;0;0;0;6.5;6.7;5.3;6.8;1.0;1;3;5;DIFICULDADE
179757;Suzanne Mozgro de Souza;0;0;0;0;5.5;5.2;6.1;4.7;0.0;2;5;3;DIFICULDADE
421754;Samila Selena de Assis Dutra;0;0;0;0;6.6;7.1;7.4;5.8;0.0;3;0;6;DIFICULDADE
320208;Hellen Irna;0;0;0;0;5.9;5.6;5.0;5.7;1.0;0;3;5;DIFICULDADE
793394;PaulÃ­nia Eliomar da Silva Estrada Jaia;0;0;0;0;6.1;4.3;4.9;;0.0;5;2;6;DIFICULDADE
767417;Clara Eleonora de Souza;1;3;1;3;0.0;0.0;0.0;0.0;0.0;5;5;5;DIFICULDADE
813827;Marcela Rozvolamer Schmidt;0;0;1;1;6.2;5.4;0.0;0.0;0.0;5;0;7;DIFICULDADE
149005;Omar SÃ©rgio de Abreu Vady Aolbyra;0;0;1;3;5.6;4.0;0.0;0.0;1.0;11;5;8;DIFICULDADE
365969;Moacyr OtÃ¡vio de SimÃµes;0;0;0;0;5.3;5.0;4.9;5.5;;3;2;6;DIFICULDADE
421480;Valdirene de UchÃ´a da Silva;0;0;1;3;6.9;7.1;0.0;0.0;1.0;7;4;3;EXATAS
329201;Marli MaÃ­ra Seixas Oewo;0;0;0;0;5.7;6.2;5.6;5.8;1.0;3;4;3;DIFICULDADE
444269;Sabrina Walderice de Braga;1;1;1;1;0.0;0.0;0.0;0.0;;2;0;3;DIFICULDADE
998032;Eliane Suyakobo;0;0;0;0;6.8;6.9;9.1;5.8;1.0;13;2;5;HUMANAS
260067;Francielle Torres de Peixoto;1;1;1;1;0.0;0.0;0.0;0.0;1.0;3;2;4;DIFICULDADE
971650;Romildo Juliano de SÃ£o Pedro Tozu Omma;0;0;0;0;5.9;6.4;4.9;6.5;1.0;2;1;7;DIFICULDADE
985256;Jenny Suzy de Lacerda da Paz;0;0;0;0;6.2;6.0;4.6;4.9;;8;2;1;DIFICULDADE
483195;Eunice Schneider de Meireles;0;0;0;0;7.3;6.5;5.9;7.0;0.0;16;0;1;DIFICULDADE
554017;Ney RaÃ­ de Oliveira;0;0;0;0;7.3;6.8;5.5;6.8;1.0;4;5;6;EXATAS
986819;Edson de Sobral Aroson Guedes;0;0;0;0;6.9;6.6;4.7;6.0;1.0;4;0;3;DIFICULDADE
595026;Monique Bella de Souza Fragoso;0;0;0;0;5.2;4.8;6.9;5.8;1.0;3;0;5;DIFICULDADE
783555;Thiago DÃ¡rio de Barboza da Silva;0;0;0;0;7.1;6.9;7.4;5.3;;2;2;5;EXATAS
977315;Patrick Felipe Hayaka;1;3;1;3;0.0;0.0;0.0;0.0;;2;2;4;DIFICULDADE
999827;Edivaldo Eduardo Uzaoshi;0;0;1;1;7.0;6.5;0.0;0.0;1.0;5;4;4;DIFICULDADE
758341;Mara AmÃ©lia de Muniz do Prado da NÃ³brega;1;1;1;1;0.0;0.0;0.0;;1.0;2;2;6;DIFICULDADE
337462;MoisÃ©s Jonas Gomes Oniman;0;0;0;0;4.6;4.3;5.8;6.1;;4;3;2;DIFICULDADE
699255;Edu Estrada;0;0;0;0;6.8;7.3;7.6;6.9;;2;6;3;MUITO BOM
313937;OtÃ¡vio Bernardo Uena;0;0;0;0;6.0;6.2;4.9;;1.0;3;1;7;DIFICULDADE
203235;Bento dos Santos;0;0;0;0;6.5;6.8;7.5;;0.0;2;2;6;DIFICULDADE
541232;Heitor JosÃ© de Albuquerque PinhÃ£o do MaranhÃ£o;0;0;0;0;7.7;8.1;9.1;7.7;0.0;10;7;1;MUITO BOM
550927;Carlos Giji de Oliveira Muce;0;0;0;0;5.7;5.0;6.5;;1.0;4;3;5;DIFICULDADE
867416;Tina Cristiane da Silva de Maia;0;0;0;0;6.3;4.8;4.5;4.4;0.0;2;4;4;DIFICULDADE
447938;Iago AbÃ­lio Soi Gomes;1;1;1;1;0.0;0.0;0.0;;;4;3;6;DIFICULDADE
453441;Luiz Eduardo de Pereira;1;1;1;1;0.0;0.0;0.0;0.0;1.0;5;1;7;DIFICULDADE
502591;Talita Rebeca de Antunes Dutra;0;0;0;0;6.7;6.6;7.1;6.0;1.0;3;1;6;DIFICULDADE
787872;Graziele Gomes;0;0;0;0;6.2;4.9;4.8;5.1;0.0;5;1;7;DIFICULDADE
483765;Beto da Rocha;0;0;0;0;7.3;7.5;8.6;5.2;1.0;5;2;4;EXATAS
868421;JosÃ© de Vasconcelos Uhechihi Nolo;0;0;0;0;6.6;4.4;6.6;;1.0;3;2;3;DIFICULDADE
719257;Heron de Matos Ferrou JÃºnior;0;0;0;0;6.8;6.6;5.2;;1.0;5;0;2;DIFICULDADE
391430;Vitor OsÃ©as IeÃ£o Inubu Sole;0;0;0;0;6.8;6.3;7.5;6.4;1.0;5;5;3;DIFICULDADE
274159;TainÃ¡ Paula Mineiro Alea de Souza;0;0;1;1;5.1;5.2;0.0;0.0;0.0;3;2;6;DIFICULDADE
317185;Celso de Pascoal Guerra Timi JÃºnior;0;0;0;0;6.1;5.7;4.6;6.0;1.0;3;2;3;DIFICULDADE
773703;Lana Velma Adeglason;0;0;0;0;6.5;6.4;4.6;5.5;1.0;6;5;3;DIFICULDADE
796685;Davi de Lemes;0;0;0;0;6.9;7.0;6.8;6.5;1.0;4;3;3;DIFICULDADE
220748;Lina Flaviana Dramnoelman de Barros Atrean;1;1;1;3;0.0;0.0;0.0;0.0;0.0;5;2;4;DIFICULDADE
521489;Laerte Osvaldo de Macedo;0;0;0;0;5.1;4.6;5.9;5.0;1.0;2;4;6;DIFICULDADE
411555;Gabriel da Luz;0;0;0;0;5.1;5.0;4.5;;1.0;2;2;6;DIFICULDADE
526749;Otaviano Diego de Pereira JÃºnior;0;0;0;0;6.3;5.7;5.2;5.4;;4;5;3;DIFICULDADE
324396;Domingos de Tavares da GraÃ§a JÃºnior;0;0;0;0;6.3;6.4;6.3;;0.0;5;4;4;DIFICULDADE
515817;Albino de Madureira;0;0;1;1;6.3;6.2;0.0;0.0;0.0;3;5;4;DIFICULDADE
508396;LÃ­via de Azevedo Pimenta;0;0;1;1;6.6;6.3;0.0;0.0;1.0;4;5;3;DIFICULDADE
370366;Maria Wanda Poga Agiegem;1;1;1;1;0.0;0.0;0.0;0.0;1.0;3;2;6;DIFICULDADE
905231;KauÃª Fugu Gomes;1;1;1;1;0.0;0.0;0.0;;;4;1;6;DIFICULDADE
760849;Nelson Matheus Marques;0;0;0;0;6.2;5.2;5.5;5.9;1.0;1;2;3;DIFICULDADE
286214;Luke Felipe Torres;0;0;0;0;6.4;6.0;6.0;6.1;0.0;14;5;4;DIFICULDADE
257817;Juliano Osvaldo da Silva;0;0;0;0;6.4;6.9;7.7;6.8;;10;2;2;HUMANAS
736176;Vanda EloÃ¡ de Souza;0;0;0;0;6.9;5.8;5.5;5.2;1.0;6;5;3;DIFICULDADE
517140;Alexandre de Tavares;0;0;0;0;7.0;6.4;4.5;5.4;0.0;4;2;5;DIFICULDADE
199467;Luigi Itamar de Oliveira;0;0;0;0;6.5;5.8;6.0;5.6;0.0;9;3;6;DIFICULDADE
374671;CÃ¡rmen de Chaves Rimwuov Obeov;1;1;1;1;0.0;0.0;0.0;0.0;0.0;8;2;5;DIFICULDADE
126075;Gislaine VÃ¢nia de Vargas da Silva;0;0;0;0;7.1;6.7;6.8;5.4;;4;6;3;DIFICULDADE
895358;Jacinto Thiago de Fraga;0;0;0;0;4.8;5.7;5.5;5.6;1.0;2;2;3;DIFICULDADE
292094;SimÃ£o de UchÃ´a;0;0;0;0;5.2;5.4;5.7;;1.0;3;4;3;DIFICULDADE
106237;MaÃ­sa Danielle de Matos;1;1;1;3;0.0;0.0;0.0;;1.0;1;4;4;DIFICULDADE
174531;NatÃ¡lia Alessandra de Junqueira;1;1;1;1;0.0;0.0;0.0;0.0;1.0;3;0;8;DIFICULDADE
325785;Zeca Wesley de Pinheiro;1;1;1;1;0.0;0.0;0.0;0.0;1.0;3;1;7;DIFICULDADE
760410;Maria Yasmin de OsÃ³rio da Lira;1;1;3;1;0.0;0.0;0.0;0.0;1.0;3;0;5;DIFICULDADE
675435;EmÃ­lio HÃ©rcules Yiti dos Santos;0;0;0;0;6.3;6.4;5.5;4.7;0.0;4;6;3;DIFICULDADE
222048;Bete Marcielle Rutore Choenan;0;0;3;1;6.0;5.9;0.0;;1.0;0;2;5;DIFICULDADE
757106;Leonardo da Silva Terceiro;1;3;3;3;0.0;0.0;0.0;0.0;;2;5;3;DIFICULDADE
848227;FlÃ¡vio ElÃ³i de Barros;3;3;1;1;0.0;0.0;0.0;0.0;;2;2;4;DIFICULDADE
314558;Geraldo Flaison Buhoaho Cizalvic;0;0;0;0;6.6;6.4;6.6;;1.0;4;2;6;DIFICULDADE
899989;Pablo Eduardo Barroso Orngi de Machado;0;0;0;0;6.1;5.6;5.4;;;2;3;4;DIFICULDADE
608871;Humberto DÃ¡rio de Viana do MaranhÃ£o;0;0;0;0;5.5;5.6;4.9;5.0;0.0;12;5;4;DIFICULDADE
306148;Kelly CÃ¡rmen do Rio;0;0;0;0;7.3;7.6;5.5;6.7;1.0;5;5;3;EXATAS
455401;Edilene de Muniz Nimikigu Schneider;1;1;1;3;0.0;0.0;0.0;0.0;1.0;9;2;3;DIFICULDADE
925409;Saulo CÃ©sar Anio Otelim;0;0;0;0;5.0;5.5;5.0;;1.0;2;2;7;DIFICULDADE
949251;Manuela Joelma da Silva de Antunes;0;0;0;0;6.8;6.1;7.2;5.1;1.0;2;2;3;DIFICULDADE
680692;MoisÃ©s JoÃ£o de Madureira;0;0;0;0;6.1;5.3;7.1;5.4;1.0;0;0;5;DIFICULDADE
601405;Jonas d'Ãvila;1;1;3;1;0.0;0.0;0.0;0.0;0.0;7;2;3;DIFICULDADE
859935;Nicolas Roberto Yobe do Rio;0;0;0;0;7.6;7.2;7.7;;1.0;5;2;3;EXATAS
191964;Ãureo da Rocha;1;1;1;1;0.0;0.0;0.0;0.0;1.0;2;3;3;DIFICULDADE
795161;Lina Francielle Ambreo;1;1;3;1;0.0;0.0;0.0;0.0;1.0;2;2;3;DIFICULDADE
797127;JÃ©ssica Bella Branco;0;0;0;0;7.6;7.8;8.2;7.3;0.0;13;2;3;MUITO BOM
909013;Leonara Tatiane Koel;0;0;0;0;7.0;6.5;8.1;6.5;0.0;3;5;3;HUMANAS
729146;Amanda Gislaine Ponernson;0;0;1;1;5.8;4.3;0.0;0.0;1.0;17;5;1;DIFICULDADE
479182;Luzimara da GraÃ§a;0;0;0;0;5.2;6.3;7.5;5.0;;1;4;2;DIFICULDADE
757788;Celeste Weber Kiu;0;0;0;0;5.7;5.9;5.6;6.3;1.0;3;2;6;DIFICULDADE
325026;Uribe de Carvalho Bahia da Silva;0;0;0;0;6.6;6.1;6.2;6.5;;5;5;2;DIFICULDADE
422968;Cleuza dos Santos;0;0;0;0;6.6;6.1;8.2;;0.0;7;5;3;DIFICULDADE
591386;Pablo Leopoldo DlipieÃ£o de Pinheiro;1;1;1;1;0.0;0.0;0.0;0.0;1.0;6;2;3;DIFICULDADE
382430;Catarina BÃ¡rbara Vulclas Klein;1;1;1;1;0.0;0.0;0.0;0.0;1.0;5;2;6;DIFICULDADE
755083;Marielle Wanda de Ferraz;0;0;0;0;6.3;5.2;5.7;4.8;1.0;2;4;5;DIFICULDADE
984866;TÃ¢nia Flaviana Castelo Branco Mushe de Pereira;0;0;0;0;8.3;8.0;9.6;8.2;0.0;11;6;2;EXCELENTE
765266;Edivaldo Nicolau Omgaloson Lolavrison de Souza;0;0;0;0;6.4;5.7;8.1;5.6;1.0;4;4;3;DIFICULDADE
309109;Gustavo Paulo de Teixeira;3;1;1;1;0.0;0.0;0.0;0.0;0.0;8;0;3;DIFICULDADE
385031;Margarida Ãšrsula NegrÃ£o;0;0;1;3;5.7;5.1;0.0;0.0;1.0;10;5;1;DIFICULDADE
562774;Nayara Nabiise Kuibegi;0;0;0;0;5.9;5.8;6.0;6.4;0.0;0;0;3;DIFICULDADE
384101;VerÃ´nica Besatenthean;0;0;0;0;6.1;6.1;4.8;4.7;;2;3;2;DIFICULDADE
554246;PatrÃ­cia de Holanda;0;0;0;0;6.3;6.3;6.0;5.8;0.0;3;2;3;DIFICULDADE
753173;Gilberto KauÃª MauÃ£o Mineiro;0;0;0;0;6.1;5.2;5.4;5.5;;5;4;5;DIFICULDADE
445091;Marcos IfauornÃ£;0;0;0;0;6.6;6.2;7.0;;0.0;5;5;3;DIFICULDADE
480375;Meire de Campos Daili UlilnasÃ£o;0;0;0;0;5.6;5.1;5.7;4.4;1.0;1;0;3;DIFICULDADE
913619;VerÃ´nica de Lisboa;0;0;0;0;6.2;6.3;6.0;5.1;0.0;8;5;2;DIFICULDADE
373879;Abigail de Lemos Jangada;0;0;0;0;6.5;6.5;6.4;6.2;0.0;11;5;3;DIFICULDADE
675437;Hildebrando Vygisson de Amorim Fada;0;0;0;0;6.9;6.8;5.7;6.2;;5;2;4;DIFICULDADE
450093;Jorge Josiel da Silva Misuro Neto;0;0;0;0;6.0;5.8;6.5;5.4;1.0;7;4;3;DIFICULDADE
324987;Valdirene de Oliveira;0;0;0;0;7.9;7.7;8.8;6.8;0.0;6;0;3;MUITO BOM
217245;TainÃ¡ Yeda Udysman da Silva;0;0;0;0;5.3;4.3;4.8;4.7;;0;2;5;DIFICULDADE
258490;Marcielle Ribeiro de Antunes;0;0;0;0;7.0;6.9;4.9;;1.0;3;2;5;DIFICULDADE
277324;Kevin da Silva de Linhares;0;0;0;0;5.8;6.0;5.9;5.7;1.0;5;2;7;DIFICULDADE
890799;OtÃ¡via de Matos;3;1;1;1;0.0;0.0;0.0;0.0;1.0;8;5;3;DIFICULDADE
260343;Selma TristÃ£o;0;0;0;0;6.5;6.8;5.3;6.6;1.0;3;5;3;DIFICULDADE
180551;TÃ¡les Cristiano Dopuba Sescun;0;0;0;0;7.9;8.8;9.7;7.8;0.0;15;6;3;EXCELENTE
188114;Vanda Maria da Cunha Torres;0;0;0;0;6.4;5.4;5.3;5.2;1.0;3;4;3;DIFICULDADE
888688;Kevin Junior da Mata;1;1;1;1;0.0;0.0;0.0;0.0;1.0;3;2;6;DIFICULDADE
806801;OlÃ­via Yasmin Daema dos Santos;0;0;0;0;6.7;7.1;6.9;7.0;0.0;17;6;3;DIFICULDADE
182354;Rodrigo Quirino Porepiha;0;0;0;0;6.7;8.1;6.3;7.7;0.0;11;6;2;MUITO BOM
697161;AdÃ´nis Murilo de Azevedo;0;0;0;0;6.7;7.0;7.7;;;2;3;3;DIFICULDADE
783529;OlÃ­via Daniela Epirn;0;0;0;0;5.9;6.0;5.3;;1.0;4;2;6;DIFICULDADE
688187;VinÃ­cius Nathan da Silva;0;0;0;0;6.6;6.1;7.3;5.0;0.0;5;4;3;DIFICULDADE
513232;Diogo AndrÃ© da Silva;0;0;0;0;4.9;4.5;5.0;5.6;1.0;3;2;4;DIFICULDADE
175703;Mariana Matilde da Cruz Sarna;0;0;0;0;5.4;5.8;5.5;;1.0;15;6;2;DIFICULDADE
489190;Rafaela Bodakier do Amazonas;0;0;0;0;5.1;5.2;5.3;5.1;1.0;2;1;7;DIFICULDADE
310334;QuitÃ©ria Neshibuma;0;0;0;0;6.7;6.8;7.8;5.7;;4;2;6;DIFICULDADE
468797;Michel Edinaldo Foeo Reier;1;1;1;1;0.0;0.0;0.0;0.0;0.0;5;5;3;DIFICULDADE
898907;Eunice Dako;0;0;0;0;6.6;6.6;6.1;6.8;1.0;5;2;3;DIFICULDADE
483015;Gilmar OsÃ³rio de Barbosa Zolliman da Silva;0;0;0;0;7.2;5.5;6.0;;1.0;5;2;7;DIFICULDADE
179440;Rodolfo de Barbosa;0;0;0;0;5.7;5.4;6.0;5.4;;5;1;4;DIFICULDADE
739134;RaÃ­ de Miranda Pama;1;1;1;1;0.0;0.0;0.0;0.0;1.0;10;0;6;DIFICULDADE
597096;Laila Luzinete Clove Terceiro;1;1;1;1;0.0;0.0;0.0;0.0;;2;2;7;DIFICULDADE
536998;LÃºcio de Souza do Prado;0;0;0;0;4.8;5.8;5.4;5.9;1.0;3;2;6;DIFICULDADE
888507;Gilmara KÃ¡tia de Queiroz;0;0;0;0;5.8;7.8;7.1;6.8;1.0;12;4;1;DIFICULDADE
562356;Ã‚ngela Igaomo da GraÃ§a;0;0;0;0;6.6;7.1;8.0;4.2;;2;5;3;DIFICULDADE
793780;Lara Liane Erildi Ribeiro;0;0;0;0;4.1;5.0;4.9;5.1;1.0;2;0;4;DIFICULDADE
460940;Nicolau da Serra;0;0;0;0;5.7;5.6;4.7;5.3;0.0;3;6;3;DIFICULDADE
333125;Davi dos Santos Jangada;0;0;0;0;6.9;6.8;5.4;6.6;1.0;7;2;3;DIFICULDADE
500567;Elaine Ingrid de GonÃ§alves;0;0;1;1;6.8;6.9;0.0;0.0;1.0;3;2;5;DIFICULDADE
390336;Cristiane Diana de Barbosa Espada Vaz;0;0;0;0;5.1;6.0;6.4;5.5;1.0;9;4;3;DIFICULDADE
339242;Alex de Pereira;1;1;1;1;0.0;0.0;0.0;0.0;0.0;9;5;3;DIFICULDADE
175468;FabrÃ­cio Geraldo Cicoson dos Santos;0;0;0;0;5.4;4.8;4.6;5.0;;5;2;5;DIFICULDADE
201002;Neila Ediane Gomes;0;0;0;0;6.8;5.7;6.1;5.5;;8;4;3;DIFICULDADE
365597;Margarida de Oliveira;0;0;0;0;4.9;5.4;6.5;5.1;0.0;3;5;3;DIFICULDADE
972339;Vera Souto;0;0;0;0;6.7;6.6;5.2;5.8;;8;5;4;DIFICULDADE
127174;Gabrielle da Silva Drejemman;0;0;0;0;6.7;5.8;6.4;4.3;1.0;5;5;4;DIFICULDADE
125375;RaÃ­ Alexandre Pinwago de Almeida JÃºnior;0;0;0;0;6.3;5.8;4.5;5.0;1.0;2;2;6;DIFICULDADE
929762;Toninho de Angola;1;1;1;1;0.0;0.0;0.0;0.0;1.0;4;2;3;DIFICULDADE
791026;ThaÃ­s Rosilda de Barbosa Castelo;0;0;1;1;5.0;5.4;0.0;;1.0;0;2;6;DIFICULDADE
891821;Filipe da Silva de Chaves;0;0;0;0;7.1;7.7;6.6;5.6;1.0;17;3;2;EXATAS
983594;David JosÃ© da Silva;0;0;0;0;6.5;6.4;7.3;6.3;1.0;2;1;7;DIFICULDADE
223238;Gilberto da Silva Borba Fiaer;0;0;1;1;6.1;5.5;0.0;0.0;1.0;3;5;3;DIFICULDADE
482555;AbÃ­lio Valter Cuitapimson ValiÃ£o;0;0;0;0;7.5;7.5;6.9;7.7;;3;3;4;MUITO BOM
288640;Joel Hugo Pliui de MagalhÃ£es;0;0;0;0;7.4;7.9;9.6;7.2;0.0;22;6;2;MUITO BOM
608415;Sandra Manuela de Alvarenga dos Santos;0;0;0;0;6.5;6.2;5.2;5.6;1.0;1;1;7;DIFICULDADE
262130;Eliel Eadoz JÃºnior;0;0;0;0;5.9;7.0;7.0;6.1;1.0;14;5;2;DIFICULDADE
137309;JÃ¢nio da Silva Fogison de Gimenes;0;0;0;0;6.9;7.2;6.8;;0.0;12;5;3;EXATAS
703209;Velma Walderice de Pascoal;0;0;0;0;7.5;8.0;8.7;7.8;0.0;4;5;3;MUITO BOM
640272;Susan AmÃ©lia Schneider de Siqueira;0;0;0;0;6.9;7.4;5.7;7.4;0.0;15;5;2;EXATAS
832546;Clara Iguman;0;0;0;0;6.5;6.8;5.8;5.6;;3;3;1;DIFICULDADE
954242;Telma de Paiva;0;0;0;0;6.1;6.4;5.1;;1.0;13;2;1;DIFICULDADE
544140;Cristiano de Souza;0;0;0;0;6.1;5.2;6.1;6.2;0.0;2;4;3;DIFICULDADE
304905;Bernadete Seixas;0;0;0;0;6.2;6.1;6.1;5.3;0.0;9;2;4;DIFICULDADE
283465;Denise Daiane Jimiki;0;0;0;0;6.0;5.6;4.7;4.6;1.0;3;2;6;DIFICULDADE
589614;Breno Heron Gomes;1;3;1;1;0.0;0.0;0.0;0.0;1.0;5;4;4;DIFICULDADE
629858;Roberto Luiz de Cardoso;0;0;3;3;6.1;6.7;0.0;0.0;1.0;2;2;3;DIFICULDADE
382516;Keyla UzumurnÃ£ Milu;0;0;0;0;7.5;8.0;9.5;7.6;0.0;18;7;1;MUITO BOM
542038;Marcielle Gizovic;1;1;1;1;0.0;0.0;0.0;0.0;0.0;3;2;3;DIFICULDADE
723988;TaÃ­s de Espanha;0;0;0;0;7.0;7.0;7.2;6.4;0.0;4;0;3;EXATAS
448540;Micael Nirnis Ossatte;0;0;0;0;6.5;6.3;6.0;4.3;1.0;5;5;3;DIFICULDADE
157044;Sandro Woonupe de Palhares JÃºnior;0;0;0;0;6.2;5.9;5.1;5.2;1.0;3;1;3;DIFICULDADE
347849;Altair Rossi Neto;1;1;1;1;0.0;0.0;0.0;0.0;;5;2;6;DIFICULDADE
449766;Milene Uiean Cusas;0;0;0;0;6.3;5.8;5.1;5.9;0.0;0;5;5;DIFICULDADE
836033;Heitor Zeca de Jesus;0;0;0;0;5.5;4.8;6.1;5.1;;5;3;4;DIFICULDADE
646155;Jack Asal Buarque;1;1;1;1;0.0;0.0;0.0;0.0;1.0;4;2;5;DIFICULDADE
295300;Fred Mariano Gomes Onu;0;0;0;0;6.8;5.7;6.4;5.7;0.0;16;7;2;DIFICULDADE
213417;Zeca da Silva dos Santos Doga;0;0;0;0;5.9;5.7;5.5;6.0;;5;0;3;DIFICULDADE
244766;Quico de Lins do Nascimento;0;0;1;3;6.2;5.9;0.0;0.0;0.0;4;4;3;DIFICULDADE
735228;Bernardo Barroso dos Santos Neto;0;0;0;0;6.2;5.9;6.0;5.4;1.0;2;2;5;DIFICULDADE
534166;Berenice Abigail Seixas;0;0;0;0;6.8;7.3;6.4;6.5;;4;5;3;EXATAS
466124;Edilene Maria de Bezerra;0;0;0;0;6.8;6.9;7.9;;0.0;7;2;6;DIFICULDADE
586138;Brenda Daniela Franco de Melo;1;1;1;1;0.0;0.0;0.0;;;4;5;3;DIFICULDADE
324776;AmÃ¡lia Fume Famu;0;0;0;0;6.1;5.6;5.7;5.3;1.0;2;2;5;DIFICULDADE
310910;Eunice Mara Freire;1;1;1;1;0.0;0.0;0.0;0.0;;5;0;1;DIFICULDADE
626264;FabÃ­ola Karin Zuafuyu Eprebulman Toigom;0;0;0;0;7.0;6.9;7.8;6.1;;6;0;8;DIFICULDADE
293076;Berenice da Silva Honmedo de Fernandes;0;0;0;0;6.6;6.4;6.0;;0.0;0;3;4;DIFICULDADE
976726;Denis Mariano de Souza;0;0;0;0;6.4;5.0;4.9;4.8;1.0;2;2;6;DIFICULDADE
459573;Marlon Armando NegrÃ£o;0;0;0;0;6.1;6.1;4.6;5.8;;3;2;4;DIFICULDADE
899944;Toninho da Luz de Lemos;0;0;0;0;6.2;5.6;5.2;5.8;1.0;4;2;6;DIFICULDADE
381069;Zeca de Ferraz Schneider;0;0;0;0;5.8;5.2;5.9;;0.0;5;2;4;DIFICULDADE
400548;Paula de AssunÃ§Ã£o;0;0;0;0;6.8;6.9;6.2;5.7;1.0;4;4;3;DIFICULDADE
646669;Gigi Nunes;1;3;1;1;0.0;0.0;0.0;0.0;1.0;6;2;5;DIFICULDADE
782741;Isac de Pacheco;0;0;0;0;6.7;5.8;5.7;5.6;0.0;3;0;6;DIFICULDADE
722494;Marcos dos Santos de Vasconcelos JÃºnior;0;0;0;0;7.0;7.2;8.8;;;4;0;3;MUITO BOM
